user_id,article_id
1,2109
1,3596
1,40
1,2425
1,4058
1,3160
1,3975
1,3352
1,4064
1,2938
1,3993
1,4377
1,3968
1,3551
1,2897
1,537
1,1131
1,473
1,272
1,690
2,2612
2,1308
2,3754
2,969
2,3710
2,2927
2,2300
2,602
2,3936
2,539
2,2590
2,2759
2,4285
2,3715
2,269
2,3328
2,404
2,4309
2,3815
2,1513
3,2293
3,2435
3,2947
3,1648
3,3743
3,3719
3,2513
3,3686
3,2146
3,3438
3,3859
3,242
3,598
3,2776
3,2963
3,4172
3,1389
3,2252
3,4378
3,2838
4,1059
4,2703
4,3959
4,3989
4,393
4,3900
4,232
4,598
4,2439
4,3570
4,2640
4,1482
4,729
4,1382
4,3755
4,2546
4,1516
4,3624
4,4005
4,885
5,1382
5,1550
5,429
5,3625
5,4056
5,1233
5,2663
5,1039
5,2349
5,3498
5,3901
5,568
5,4301
5,2685
5,2711
5,2713
5,4344
5,3760
5,2490
5,2109
6,506
6,586
6,1003
6,3187
6,1300
6,1033
6,2369
6,369
6,1477
6,2960
6,78
6,2850
6,1296
6,3074
6,3582
6,1402
6,3902
6,2641
6,2244
6,1446
7,2602
7,1113
7,740
7,3601
7,964
7,216
7,252
7,654
7,1288
7,3574
7,2812
7,2348
7,3690
7,3640
7,679
7,2197
7,2916
7,3274
7,252
7,3072
8,2565
8,702
8,2195
8,3029
8,539
8,66
8,128
8,4250
8,3495
8,2704
8,1127
8,411
8,1328
8,3291
8,487
8,388
8,3056
8,3790
8,1305
8,2640
9,2453
9,2339
9,449
9,3128
9,3527
9,299
9,1136
9,1472
9,3919
9,2261
9,3818
9,3765
9,3556
9,2428
9,576
9,4102
9,3244
9,542
9,1121
9,4316
10,50
10,2473
10,3986
10,379
10,3964
10,1251
10,2378
10,4312
10,631
10,2852
10,569
10,3709
10,1365
10,1485
10,2864
10,3333
10,2773
10,1346
10,337
10,3836
11,1119
11,3149
11,2506
11,566
11,474
11,683
11,2854
11,244
11,2627
11,1503
11,4251
11,3961
11,2168
11,1331
11,3228
11,3627
11,2569
11,3331
11,2137
11,3162
12,737
12,2568
12,2826
12,3536
12,2943
12,2118
12,2644
12,2367
12,4284
12,3738
12,2402
12,1104
12,574
12,4241
12,4016
12,2852
12,3715
12,3817
12,648
12,3571
13,390
13,189
13,3221
13,2393
13,1234
13,220
13,3978
13,487
13,4270
13,3690
13,1537
13,2574
13,191
13,3788
13,2265
13,1292
13,4236
13,3852
13,1558
13,2295
14,3642
14,2745
14,624
14,1023
14,2598
14,560
14,1230
14,2795
14,2854
14,3795
14,237
14,490
14,1065
14,3291
14,4295
14,2641
14,4073
14,3735
14,896
14,2816
15,2791
15,2690
15,2847
15,3123
15,4249
15,3539
15,2594
15,4369
15,4409
15,3530
15,3909
15,3368
15,2750
15,185
15,3484
15,2500
15,2437
15,574
15,3402
15,1506
16,2456
16,218
16,4423
16,333
16,3310
16,3106
16,149
16,3218
16,3397
16,3590
16,2686
16,2342
16,4191
16,504
16,60
16,4416
16,3688
16,718
16,1363
16,3353
17,2271
17,325
17,336
17,1443
17,1131
17,4029
17,2829
17,3245
17,2791
17,1440
17,4354
17,239
17,3352
17,2191
17,4108
17,4074
17,1020
17,2755
17,329
17,507
18,3867
18,3537
18,919
18,1194
18,2878
18,2200
18,157
18,2943
18,864
18,2707
18,3527
18,2161
18,218
18,4427
18,2611
18,2301
18,4338
18,2922
18,4399
18,4129
19,3815
19,3205
19,2669
19,267
19,3959
19,3515
19,239
19,2388
19,1335
19,2610
19,2911
19,3916
19,4360
19,3806
19,3201
19,3250
19,2312
19,236
19,2545
19,721
20,434
20,135
20,484
20,374
20,2250
20,3260
20,3851
20,1368
20,1076
20,2678
20,2330
20,3280
20,4070
20,2344
20,173
20,3495
20,3820
20,1106
20,2647
20,3490
21,543
21,4001
21,847
21,1518
21,727
21,3223
21,1219
21,2673
21,3334
21,3853
21,4023
21,2356
21,4319
21,3832
21,478
21,1369
21,3652
21,851
21,1517
21,4088
22,4111
22,947
22,2616
22,3411
22,2163
22,2348
22,2338
22,3390
22,3225
22,3974
22,3626
22,1269
22,3033
22,3728
22,3637
22,597
22,869
22,1401
22,1446
22,2741
23,2823
23,2446
23,4342
23,2180
23,2847
23,3802
23,4272
23,150
23,3475
23,3986
23,2773
23,3996
23,1135
23,2960
23,3205
23,1004
23,3440
23,2312
23,4222
23,4347
24,3620
24,1473
24,4397
24,2166
24,2326
24,3643
24,4062
24,4047
24,25
24,3520
24,3752
24,1053
24,2195
24,248
24,4415
24,234
24,2267
24,3096
24,1456
24,2672
25,73
25,4005
25,3341
25,3512
25,3795
25,2716
25,4049
25,748
25,3367
25,3179
25,881
25,3353
25,1190
25,3326
25,1482
25,415
25,3238
25,3960
25,150
25,3793
26,61
26,3204
26,975
26,4049
26,4064
26,4351
26,1292
26,737
26,692
26,4077
26,3951
26,3734
26,1192
26,949
26,2777
26,3389
26,228
26,743
26,1383
26,3282
27,3344
27,2212
27,518
27,4221
27,3991
27,4358
27,2215
27,1062
27,551
27,3207
27,3904
27,1086
27,1560
27,3495
27,2221
27,721
27,3705
27,1217
27,256
27,4091
28,2814
28,325
28,1270
28,159
28,3116
28,3296
28,484
28,3073
28,3445
28,3108
28,2337
28,2386
28,931
28,2330
28,4358
28,2823
28,459
28,2586
28,937
28,3341
29,2457
29,1367
29,1345
29,3503
29,2138
29,2306
29,4334
29,2931
29,80
29,3752
29,3786
29,1354
29,977
29,1492
29,3651
29,386
29,4293
29,3463
29,4063
29,1457
30,3970
30,2964
30,1429
30,2326
30,410
30,275
30,3371
30,712
30,955
30,3591
30,2393
30,142
30,1077
30,3823
30,115
30,691
30,261
30,1517
30,2740
30,379
31,2494
31,3544
31,4365
31,3224
31,1234
31,149
31,943
31,2823
31,1424
31,2739
31,237
31,3817
31,577
31,4023
31,3040
31,3085
31,2378
31,1029
31,982
31,2461
32,50
32,2206
32,3081
32,1189
32,3239
32,2966
32,4229
32,2883
32,1539
32,2600
32,3918
32,1130
32,2424
32,3521
32,904
32,1
32,4270
32,3392
32,2677
32,1220
33,3819
33,2709
33,553
33,4205
33,3789
33,1048
33,468
33,3936
33,935
33,3563
33,4186
33,3531
33,3480
33,699
33,2277
33,3388
33,1284
33,333
33,387
33,1218
34,4154
34,1547
34,1197
34,2107
34,3759
34,4292
34,1164
34,1060
34,4397
34,3300
34,2330
34,154
34,2213
34,3322
34,3600
34,4284
34,280
34,2524
34,3099
34,3322
35,731
35,1261
35,2516
35,1343
35,3764
35,739
35,3178
35,3505
35,3883
35,3978
35,354
35,2656
35,4224
35,1125
35,3895
35,2562
35,1474
35,40
35,2941
35,234
36,2138
36,3731
36,3544
36,2424
36,3080
36,3642
36,2875
36,1011
36,3757
36,292
36,848
36,3854
36,3872
36,1406
36,3782
36,3355
36,397
36,2726
36,1318
36,3675
37,2395
37,981
37,4238
37,1234
37,1040
37,2111
37,710
37,3724
37,2790
37,1292
37,4235
37,562
37,1417
37,1194
37,2625
37,4175
37,3773
37,2736
37,3553
37,3388
38,2346
38,2218
38,3513
38,1166
38,3240
38,3847
38,4094
38,3484
38,3362
38,543
38,1177
38,3113
38,3197
38,1560
38,3779
38,3193
38,737
38,3622
38,3952
38,4064
39,2578
39,1005
39,1446
39,4431
39,2921
39,4116
39,2603
39,2265
39,1426
39,5
39,4166
39,3060
39,1388
39,3092
39,2647
39,3834
39,2658
39,580
39,3368
39,2756
40,2813
40,1550
40,3856
40,3514
40,1547
40,65
40,4284
40,2277
40,1233
40,3560
40,530
40,3900
40,2136
40,3116
40,4066
40,598
40,2135
40,3636
40,2798
40,557
41,3368
41,3296
41,4005
41,1487
41,2367
41,3140
41,3972
41,3749
41,2348
41,4026
41,3927
41,678
41,2149
41,3455
41,3919
41,2712
41,2719
41,2899
41,2768
41,2415
42,2842
42,291
42,3678
42,203
42,2667
42,2865
42,2354
42,3435
42,522
42,3809
42,3136
42,156
42,1143
42,4243
42,2729
42,3837
42,3589
42,2933
42,1314
42,233
43,4358
43,2480
43,269
43,3451
43,188
43,2780
43,4100
43,1154
43,1051
43,1363
43,3799
43,1486
43,3742
43,451
43,3717
43,1224
43,3242
43,1009
43,3354
43,505
44,4251
44,215
44,3667
44,2503
44,4028
44,2951
44,3272
44,3320
44,2253
44,2257
44,448
44,1318
44,2866
44,2138
44,299
44,655
44,3158
44,3501
44,2736
44,1279
45,4027
45,318
45,31
45,1154
45,2127
45,3675
45,1264
45,2233
45,1011
45,722
45,1477
45,1592
45,533
45,1028
45,4062
45,3906
45,2476
45,1429
45,1316
45,3392
46,2308
46,4156
46,1462
46,1169
46,636
46,320
46,4239
46,4235
46,3341
46,1224
46,4209
46,4019
46,3091
46,1318
46,4128
46,4424
46,3426
46,4182
46,2321
46,1115
47,4034
47,1587
47,652
47,330
47,2368
47,3397
47,431
47,3745
47,3115
47,2803
47,940
47,2204
47,198
47,2435
47,937
47,3067
47,151
47,2248
47,3867
47,3601
48,630
48,327
48,2211
48,2238
48,3296
48,2335
48,3533
48,3163
48,3445
48,1514
48,166
48,1428
48,317
48,4244
48,943
48,408
48,3253
48,412
48,2520
48,406
49,358
49,1353
49,1107
49,3298
49,4263
49,2715
49,301
49,341
49,1017
49,4268
49,3099
49,148
49,3142
49,950
49,2665
49,145
49,468
49,2594
49,4200
49,2667
50,231
50,289
50,4033
50,2789
50,556
50,3453
50,698
50,734
50,3550
50,335
50,4382
50,616
50,4036
50,320
50,724
50,3878
50,3279
50,381
50,601
50,3223
51,2843
51,3038
51,268
51,176
51,4036
51,2891
51,1013
51,702
51,2608
51,578
51,396
51,661
51,209
51,2133
51,422
51,2221
51,2113
51,1396
51,877
51,4101
52,3262
52,1200
52,2457
52,3270
52,3788
52,2185
52,185
52,2306
52,4084
52,1548
52,326
52,3311
52,887
52,2756
52,4338
52,951
52,659
52,1419
52,3852
52,1077
53,202
53,1042
53,3475
53,3957
53,1052
53,545
53,2282
53,4028
53,2429
53,3299
53,3500
53,1399
53,3169
53,1112
53,1138
53,3874
53,3772
53,4212
53,849
53,3335
54,2529
54,4116
54,2214
54,3047
54,985
54,2418
54,3829
54,3676
54,4203
54,3310
54,3654
54,1249
54,1212
54,3615
54,2237
54,3305
54,3190
54,3885
54,1300
54,3184
55,3319
55,2770
55,1539
55,2190
55,4375
55,1351
55,1150
55,3085
55,4000
55,445
55,2664
55,2426
55,1104
55,1522
55,2892
55,3547
55,3140
55,2363
55,4295
55,2842
56,964
56,1246
56,569
56,2348
56,1404
56,3592
56,1639
56,4286
56,4441
56,1083
56,1346
56,3162
56,2182
56,4431
56,4009
56,3675
56,315
56,3586
56,1377
56,596
57,2167
57,1383
57,1456
57,3969
57,1102
57,670
57,3664
57,159
57,4125
57,2679
57,2834
57,4213
57,1315
57,1268
57,3724
57,2314
57,2817
57,1151
57,1279
57,3910
58,535
58,2876
58,940
58,4375
58,2193
58,4433
58,3323
58,2393
58,2620
58,4247
58,1468
58,3383
58,1131
58,1115
58,4045
58,3759
58,3719
58,641
58,3752
58,3239
59,637
59,243
59,4383
59,3069
59,2933
59,2292
59,245
59,1192
59,3764
59,67
59,552
59,3102
59,3344
59,3940
59,4096
59,3185
59,1274
59,1482
59,3729
59,2453
60,3201
60,2457
60,1411
60,1567
60,3838
60,1322
60,1129
60,2885
60,3570
60,590
60,2491
60,2478
60,3710
60,2252
60,3335
60,964
60,641
60,3792
60,2922
60,2959
61,2453
61,3965
61,2740
61,523
61,2596
61,1039
61,3655
61,338
61,904
61,3793
61,2845
61,3960
61,3367
61,4056
61,331
61,3660
61,3174
61,290
61,536
61,3899
62,3346
62,2235
62,3677
62,2939
62,2586
62,614
62,4138
62,243
62,2536
62,1205
62,1328
62,3309
62,3361
62,4003
62,3413
62,2212
62,2418
62,384
62,978
62,431
63,1291
63,2909
63,933
63,991
63,4186
63,4294
63,3635
63,3499
63,485
63,1029
63,592
63,661
63,2733
63,3987
63,4122
63,4095
63,4298
63,3529
63,1210
63,2809
64,552
64,537
64,2418
64,3752
64,3620
64,508
64,4174
64,2548
64,2198
64,902
64,2838
64,2735
64,2206
64,633
64,917
64,648
64,3905
64,4177
64,1348
64,1280
65,246
65,4274
65,3141
65,3484
65,4328
65,4218
65,1384
65,4220
65,3053
65,1513
65,4303
65,3720
65,335
65,2133
65,4343
65,2121
65,1537
65,1279
65,1520
65,3206
66,3617
66,499
66,2265
66,3384
66,3919
66,3666
66,1464
66,3916
66,3828
66,2264
66,2658
66,4045
66,3357
66,3631
66,1115
66,4408
66,3552
66,3595
66,4124
66,3358
67,2842
67,1438
67,3961
67,4273
67,3505
67,1378
67,3819
67,1488
67,2133
67,1018
67,3548
67,925
67,393
67,2836
67,3486
67,1071
67,3067
67,877
67,3231
67,700
68,705
68,3111
68,1291
68,3305
68,3458
68,2726
68,3647
68,3234
68,417
68,3991
68,4265
68,2725
68,3530
68,2225
